 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,24624,1,1,52,102,52,52,52.0,0.0,102,102,102.0,0.0,6254.061079,81.22157245,24624.0,0.0,24624,24624,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,40.61078622,40.61078622,52,102,68.66666667,28.86751346,833.3333333,0,0,0,0,0,0,0,0,1,103.0,52.0,102.0,32,0,0,0,0,0,0,1,52,1,102,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
35214,253,4,0,51,0,51,0,12.75,25.5,0,0,0.0,0.0,201581.0277,15810.27668,84.33333333,142.6090226,249,1,253,84.33333333,142.6090226,249,1,0,0.0,0.0,0,0,0,0,0,0,128,0,15810.27668,0.0,0,51,10.2,22.80789337,520.2,0,0,0,0,1,0,0,0,0,12.75,12.75,0.0,128,0,0,0,0,0,0,4,51,0,0,2058,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,6102453,9,6,390,4488,203,0,43.33333333,71.87315215,2920,0,748.0,1154.747938,799.3506873,2.458027944,435889.5,1463601.125,5516897,2,6102453,762806.625,1922062.006,5516897,48,457366,91473.2,131667.497,289952,2,0,0,0,0,192,132,1.474816766,0.983211178,0,2920,304.875,756.9801296,573018.9167,0,0,0,1,0,0,0,0,0,325.2,43.33333333,748.0,192,0,0,0,0,0,0,9,390,6,4488,8192,62,8,20,585508.0,0.0,585508,585508,5516897.0,0.0,5516897,5516897,BENIGN
3268,117299119,24,12,4836,864,403,0,201.5,205.8338291,72,72,72.0,0.0,48.59371535,0.306907676,3351403.4,15500000.0,89100000,3,117000000,5099961.696,19000000.0,89100000,3,117000000,10700000.0,26900000.0,89100000,3,1,0,0,0,768,384,0.204605117,0.102302559,0,403,164.9459459,180.035482,32412.77477,0,1,0,0,1,0,0,0,0,169.5277778,201.5,72.0,768,0,0,0,0,0,0,24,4836,12,864,299,2079,11,32,712179.5,940531.922,1377236,47123,56400000.0,46100000.0,89100000,23800000,BENIGN
53665,225,3,1,83,6,46,6,27.66666667,20.20725942,6,6,6.0,0.0,395555.5556,17777.77778,75.0,97.37042672,186,4,225,112.5,153.4421715,221,4,0,0.0,0.0,0,0,1,0,0,0,60,20,13333.33333,4444.444444,6,46,27.0,20.1246118,405.0,0,1,0,0,1,0,0,0,0,33.75,27.66666667,6.0,60,0,0,0,0,0,0,3,83,1,6,123,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,47440,3,4,440,859,440,0,146.6666667,254.0341184,859,0,214.75,429.5,27381.95616,147.5548061,7906.666667,11970.3568,23452,3,23482,11741.0,16370.9362,23317,165,24175,8058.333333,13521.54523,23669,3,0,0,0,0,104,136,63.23777403,84.31703204,0,859,162.375,320.8372696,102936.5536,0,0,0,1,0,0,0,0,1,185.5714286,146.6666667,214.75,104,0,0,0,0,0,0,3,440,4,859,29200,31,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,104,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,115384.6154,19230.76923,104.0,0.0,104,104,104,104.0,0.0,104,104,0,0.0,0.0,0,0,0,0,0,0,40,0,19230.76923,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,16152,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,92006813,2,2,102,219,64,38,51.0,18.38477631,165,54,109.5,78.48885271,3.488872069,0.043475041,30700000.0,53000000.0,91900000,30632,91900000,91900000.0,0.0,91900000,91900000,92000000,92000000.0,0.0,92000000,92000000,0,0,0,0,40,64,0.021737521,0.021737521,38,165,71.8,53.26537337,2837.2,0,0,0,0,0,0,0,0,1,89.75,51.0,109.5,40,0,0,0,0,0,0,2,102,2,219,-1,-1,1,20,30632.0,0.0,30632,30632,91900000.0,0.0,91900000,91900000,BENIGN
53,526,1,1,43,59,43,43,43.0,0.0,59,59,59.0,0.0,193916.3498,3802.281369,526.0,0.0,526,526,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1901.140684,1901.140684,43,59,48.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,72.5,43.0,59.0,32,0,0,0,0,0,0,1,43,1,59,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,98682719,12,11,1616,646,1616,0,134.6666667,466.4990175,646,0,58.72727273,194.7763286,22.92194645,0.233070189,4485578.136,5034273.617,10200000,17,98700000,8971156.273,3037433.833,10200000,139101,90900000,9088000.2,3180982.034,10300000,123764,0,0,0,0,384,352,0.121601838,0.111468351,0,1616,94.25,349.8806318,122416.4565,0,0,0,0,1,0,0,0,0,98.34782609,134.6666667,58.72727273,384,0,0,0,0,0,0,12,1616,11,646,461,148,1,32,28979.88889,41295.48695,139101,15035,10100000.0,471957.4675,10200000,8810297,BENIGN
443,1197515,16,13,1555,4939,994,0,97.1875,246.6777165,1418,0,379.9230769,575.8436509,5422.896582,24.21681566,42768.39286,136127.2225,713519,0,1197515,79834.33333,191429.2841,750007,0,447583,37298.58333,69852.95798,242809,1,0,0,0,0,520,424,13.36100174,10.85581391,0,1418,216.4666667,436.0374654,190128.6713,0,0,0,1,0,0,0,0,0,223.9310345,97.1875,379.9230769,520,0,0,0,0,0,0,16,1555,13,4939,29200,370,7,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54046,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,5557,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23541,2,2,84,284,42,42,42.0,0.0,142,142,142.0,0.0,15632.30109,169.9163162,7847.0,13547.25408,23490,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,40,64,84.95815811,84.95815811,42,142,82.0,54.77225575,3000.0,0,0,0,0,0,0,0,0,1,102.5,42.0,142.0,40,0,0,0,0,0,0,2,84,2,284,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
34260,139526,3,0,1983,0,1983,0,661.0,1144.885584,0,0,0.0,0.0,14212.40486,21.50136892,69763.0,98655.53811,139523,3,139526,69763.0,98655.53811,139523,3,0,0.0,0.0,0,0,0,0,0,0,96,0,21.50136892,0.0,0,1983,495.75,991.5,983072.25,0,0,0,0,1,0,0,0,0,661.0,661.0,0.0,96,0,0,0,0,0,0,3,1983,0,0,235,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,206352,1,1,35,80,35,35,35.0,0.0,80,80,80.0,0.0,557.3001473,9.692176475,206352.0,0.0,206352,206352,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,4.846088238,4.846088238,35,80,50.0,25.98076211,675.0,0,0,0,0,0,0,0,0,1,75.0,35.0,80.0,32,0,0,0,0,0,0,1,35,1,80,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,65,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,184615.3846,30769.23077,65.0,0.0,65,65,65,65.0,0.0,65,65,0,0.0,0.0,0,0,0,0,0,0,40,0,30769.23077,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,260,2,2,68,264,34,34,34.0,0.0,132,132,132.0,0.0,1276923.077,15384.61538,86.66666667,145.7886598,255,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,40,64,7692.307692,7692.307692,34,132,73.2,53.67681064,2881.2,0,0,0,0,0,0,0,0,1,91.5,34.0,132.0,40,0,0,0,0,0,0,2,68,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47543,2,2,70,444,35,35,35.0,0.0,222,222,222.0,0.0,10811.26559,84.13436258,15847.66667,27444.63376,47538,1,4,4.0,0.0,4,4,1,1.0,0.0,1,1,0,0,0,0,64,64,42.06718129,42.06718129,35,222,109.8,102.4241183,10490.7,0,0,0,0,0,0,0,0,1,137.25,35.0,222.0,64,0,0,0,0,0,0,2,70,2,444,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,196,2,2,76,300,38,38,38.0,0.0,150,150,150.0,0.0,1918367.347,20408.16327,65.33333333,72.56950691,145,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,10204.08163,10204.08163,38,150,82.8,61.34492644,3763.2,0,0,0,0,0,0,0,0,1,103.5,38.0,150.0,40,0,0,0,0,0,0,2,76,2,300,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5717655,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.098762517,0.699587506,1905885.0,3287791.949,5702290,86,5717655,2858827.5,4021263.232,5702290,15365,0,0.0,0.0,0,0,0,0,0,0,72,32,0.524690629,0.174896876,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,49595,1,1,101,129,101,101,101.0,0.0,129,129,129.0,0.0,4637.564271,40.32664583,49595.0,0.0,49595,49595,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.16332292,20.16332292,101,129,110.3333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,165.5,101.0,129.0,32,0,0,0,0,0,0,1,101,1,129,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,190257,1,1,50,100,50,50,50.0,0.0,100,100,100.0,0.0,788.4072597,10.5120968,190257.0,0.0,190257,190257,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,5.256048398,5.256048398,50,100,66.66666667,28.86751346,833.3333333,0,0,0,0,0,0,0,0,1,100.0,50.0,100.0,32,0,0,0,0,0,0,1,50,1,100,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,119274438,28,28,3544,6837,984,0,126.5714286,259.8830832,1418,0,244.1785714,436.9415635,87.03457483,0.469505461,2168626.145,11100000.0,59000000,1,119000000,4417571.778,15700000.0,59000000,1,119000000,4416044.889,15700000.0,59000000,1,0,0,0,0,904,904,0.234752731,0.234752731,0,1418,182.122807,358.7115868,128674.0025,0,0,0,1,0,0,0,0,1,185.375,126.5714286,244.1785714,904,0,0,0,0,0,0,28,3544,28,6837,29200,431,14,32,775890.0,1038731.376,1510384,41396,58800000.0,174750.8344,59000000,58700000,BENIGN
80,92,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,130434.7826,21739.13043,92.0,0.0,92,92,92,92.0,0.0,92,92,0,0.0,0.0,0,0,0,0,0,0,40,0,21739.13043,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,252,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,321,2,2,76,166,38,38,38.0,0.0,83,83,83.0,0.0,753894.081,12461.05919,107.0,183.5973856,319,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,6230.529595,6230.529595,38,83,56.0,24.64751509,607.5,0,0,0,0,0,0,0,0,1,70.0,38.0,83.0,64,0,0,0,0,0,0,2,76,2,166,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,161,2,2,96,180,48,48,48.0,0.0,90,90,90.0,0.0,1714285.714,24844.7205,53.66666667,87.75724092,155,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,12422.36025,12422.36025,48,90,64.8,23.00434742,529.2,0,0,0,0,0,0,0,0,1,81.0,48.0,90.0,64,0,0,0,0,0,0,2,96,2,180,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54664,198,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10101.0101,198.0,0.0,198,198,198,198.0,0.0,198,198,0,0.0,0.0,0,0,0,0,0,0,64,0,10101.0101,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,384,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54332,144,1,1,187,6,187,187,187.0,0.0,6,6,6.0,0.0,1340277.778,13888.88889,144.0,0.0,144,144,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6944.444444,6944.444444,6,187,126.6666667,104.5003987,10920.33333,0,0,0,0,1,1,0,0,1,190.0,187.0,6.0,20,0,0,0,0,0,0,1,187,1,6,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30491,1,1,44,115,44,44,44.0,0.0,115,115,115.0,0.0,5214.653504,65.59312584,30491.0,0.0,30491,30491,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.79656292,32.79656292,44,115,67.66666667,40.99186911,1680.333333,0,0,0,0,0,0,0,0,1,101.5,44.0,115.0,32,0,0,0,0,0,0,1,44,1,115,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30937,1,1,45,101,45,45,45.0,0.0,101,101,101.0,0.0,4719.26819,64.64750945,30937.0,0.0,30937,30937,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.32375473,32.32375473,45,101,63.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,95.5,45.0,101.0,32,0,0,0,0,0,0,1,45,1,101,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54340,85551344,7,5,11595,394,7240,0,1656.428571,2698.609263,382,0,78.8,169.5205002,140.1380673,0.140266645,7777394.909,25700000.0,85300000,32,85600000,14300000.0,34800000.0,85300000,57,85400000,21300000.0,42700000.0,85300000,1006,0,0,0,0,232,144,0.08182221,0.058444435,0,7240,922.2307692,2081.478087,4332551.026,0,0,0,0,1,0,0,0,0,999.0833333,1656.428571,78.8,232,0,0,0,0,0,0,7,11595,5,394,235,229,4,32,9946.0,0.0,9946,9946,85300000.0,0.0,85300000,85300000,BENIGN
53,49128,1,1,52,80,52,52,52.0,0.0,80,80,80.0,0.0,2686.858818,40.70998209,49128.0,0.0,49128,49128,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.35499104,20.35499104,52,80,61.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,92.0,52.0,80.0,32,0,0,0,0,0,0,1,52,1,80,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52155,24,1,1,187,6,187,187,187.0,0.0,6,6,6.0,0.0,8041666.667,83333.33333,24.0,0.0,24,24,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,41666.66667,41666.66667,6,187,126.6666667,104.5003987,10920.33333,0,0,0,0,1,1,0,0,1,190.0,187.0,6.0,20,0,0,0,0,0,0,1,187,1,6,58,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5707595,23,34,1511,48179,829,0,65.69565217,197.5473326,2920,0,1417.029412,832.5886061,8705.943572,9.986693169,101921.3393,660668.7426,4952580,0,754802,34309.18182,44930.26798,125688,1,5625862,170480.6667,869006.5217,5000212,49,0,0,0,0,472,692,4.029718296,5.956974873,0,2920,856.7241379,932.2108939,869017.1506,0,0,0,1,0,0,0,0,1,871.754386,65.69565217,1417.029412,472,0,0,0,0,0,0,23,1511,34,48179,8192,250,22,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52836,76,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,236842.1053,39473.68421,38.0,52.32590181,75,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,20,40,13157.89474,26315.78947,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,389,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50714,24,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,83333.33333,24.0,0.0,24,24,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,41666.66667,41666.66667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,340,240,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,367,2,2,76,166,38,38,38.0,0.0,83,83,83.0,0.0,659400.545,10899.18256,122.3333333,210.155498,365,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,40,40,5449.591281,5449.591281,38,83,56.0,24.64751509,607.5,0,0,0,0,0,0,0,0,1,70.0,38.0,83.0,40,0,0,0,0,0,0,2,76,2,166,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61050,1,1,55,183,55,55,55.0,0.0,183,183,183.0,0.0,3898.443898,32.76003276,61050.0,0.0,61050,61050,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.38001638,16.38001638,55,183,97.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,146.5,55.0,183.0,32,0,0,0,0,0,0,1,55,1,183,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,122331,3,4,284,685,278,0,94.66666667,158.7996641,671,2,171.25,333.1720026,7921.132011,57.22179987,20388.5,23619.78103,58123,4,89101,44550.5,19194.41358,58123,30978,91377,30459.0,50555.6159,88817,4,0,0,0,0,72,84,24.52362852,32.69817135,0,671,121.125,242.0941007,58609.55357,0,0,0,1,0,0,0,0,1,138.4285714,94.66666667,171.25,72,0,0,0,0,0,0,3,284,4,685,8192,30016,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,175,2,2,90,296,45,45,45.0,0.0,148,148,148.0,0.0,2205714.286,22857.14286,58.33333333,95.84014469,169,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11428.57143,11428.57143,45,148,86.2,56.41542342,3182.7,0,0,0,0,0,0,0,0,1,107.75,45.0,148.0,64,0,0,0,0,0,0,2,90,2,296,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
58338,62,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,32258.06452,62.0,0.0,62,62,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16129.03226,16129.03226,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,99396,1,1,48,106,48,48,48.0,0.0,106,106,106.0,0.0,1549.358123,20.12153407,99396.0,0.0,99396,99396,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,10.06076703,10.06076703,48,106,67.33333333,33.48631561,1121.333333,0,0,0,0,0,0,0,0,1,101.0,48.0,106.0,20,0,0,0,0,0,0,1,48,1,106,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,92332,1,1,56,164,56,56,56.0,0.0,164,164,164.0,0.0,2382.705887,21.66096261,92332.0,0.0,92332,92332,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,10.83048131,10.83048131,56,164,92.0,62.35382907,3888.0,0,0,0,0,0,0,0,0,1,138.0,56.0,164.0,32,0,0,0,0,0,0,1,56,1,164,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,44444,2,2,84,242,42,42,42.0,0.0,121,121,121.0,0.0,7335.073351,90.00090001,14814.66667,25615.59795,44393,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,64,45.00045,45.00045,42,121,73.6,43.27008204,1872.3,0,0,0,0,0,0,0,0,1,92.0,42.0,121.0,40,0,0,0,0,0,0,2,84,2,242,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,69400927,68,98,5582,165735,584,0,82.08823529,194.7893417,4380,0,1691.173469,912.7363981,2468.511696,2.391898886,420611.6788,1879427.006,9994480,0,69400000,1035834.731,2928623.181,10300000,68,69100000,712620.4227,2492885.955,10300000,46,0,0,0,0,1372,2044,0.979814002,1.412084885,0,4380,1025.850299,1065.196795,1134644.212,0,0,0,1,0,0,0,0,1,1032.03012,82.08823529,1691.173469,1372,0,0,0,0,0,0,68,5582,98,165735,8192,187,67,20,997024.6667,1765422.873,4600679,276137,9960362.167,78385.46818,9994480,9800564,BENIGN
53,390,1,1,45,120,45,45,45.0,0.0,120,120,120.0,0.0,423076.9231,5128.205128,390.0,0.0,390,390,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,2564.102564,2564.102564,45,120,70.0,43.30127019,1875.0,0,0,0,0,0,0,0,0,1,105.0,45.0,120.0,20,0,0,0,0,0,0,1,45,1,120,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5484104,8,5,376,4141,195,0,47.0,73.03032638,2433,0,828.2,1081.678418,823.6532349,2.370487504,457008.6667,1495634.594,5203099,3,5484104,783443.4286,1950442.298,5203099,3,61299,15324.75,16848.79245,31130,271,0,0,0,0,172,112,1.458761541,0.911725963,0,2433,322.6428571,718.2948406,515947.478,0,0,0,1,0,0,0,0,0,347.4615385,47.0,828.2,172,0,0,0,0,0,0,8,376,5,4141,8192,946,7,20,281002.0,0.0,281002,281002,5203099.0,0.0,5203099,5203099,BENIGN
443,13598778,33,25,939,37436,357,0,28.45454545,76.2344619,2920,0,1497.44,788.405304,2821.944737,4.265089113,238575.0526,1629939.089,12300000,0,13600000,424961.8125,2172157.813,12300000,1,1233265,51386.04167,177072.8488,864736,49,0,0,0,0,672,512,2.426688633,1.83840048,0,2920,650.4237288,892.7759537,797048.9036,0,0,0,1,0,0,0,0,0,661.637931,28.45454545,1497.44,672,0,0,0,0,0,0,33,939,25,37436,65535,511,32,20,1296938.0,0.0,1296938,1296938,12300000.0,0.0,12300000,12300000,BENIGN
53,152,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,605263.1579,26315.78947,50.66666667,86.02519011,150,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,13157.89474,13157.89474,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
33028,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,742,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,218,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,733944.9541,18348.62385,72.66666667,40.99186911,120,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,40,40,9174.311927,9174.311927,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,173,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,1664739.884,23121.38728,57.66666667,61.69548876,124,2,47,47.0,0.0,47,47,2,2.0,0.0,2,2,0,0,0,0,64,80,11560.69364,11560.69364,42,102,66.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,64,0,0,0,0,0,0,2,84,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
14083,1000019,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,11.999772,1.999962001,1000019.0,0.0,1000019,1000019,1000019,1000019.0,0.0,1000019,1000019,0,0.0,0.0,0,0,0,0,0,0,40,0,1.999962001,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,7869,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
137,3,2,0,124,0,62,62,62.0,0.0,0,0,0.0,0.0,41300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,62,62,62.0,0.0,0.0,0,0,0,0,0,0,0,0,0,93.0,62.0,0.0,40,0,0,0,0,0,0,2,124,0,0,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
19909,16166,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,1113.447977,185.5746629,8083.0,11426.84558,16163,3,16166,8083.0,11426.84558,16163,3,0,0.0,0.0,0,0,0,0,0,0,60,0,185.5746629,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,0.0,60,0,0,0,0,0,0,3,18,0,0,360,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1484899,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,8.081357722,1.346892954,1484899.0,0.0,1484899,1484899,1484899,1484899.0,0.0,1484899,1484899,0,0.0,0.0,0,0,0,0,0,0,40,0,1.346892954,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,252,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
